"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0S970","2020-04-05 00:00:00","19.000","57.000","2.400","21.600","0.770","1016.800","","0.000","-99.000","-99.000","-99.000","25.500","","21.600",""
"C0U940","2020-04-05 00:00:00","25.000","252.000","1.600","15.900","0.920","1020.300","","0.000","-99.000","-99.000","-99.000","21.300","","15.800",""
"C0A860","2020-04-05 00:00:00","362.000","29.000","2.700","13.400","1.000","979.500","","12.000","-99.000","-99.000","-99.000","15.000","","12.400",""
"C0I480","2020-04-05 00:00:00","2165.000","0.000","0.000","9.700","0.990","791.100","","0.000","-99.000","-99.000","-99.000","13.800","","9.300",""
"C0G910","2020-04-05 00:00:00","42.000","360.000","2.500","17.700","0.720","1012.400","","0.000","-99.000","-99.000","-99.000","23.400","","17.700",""
"C0X080","2020-04-05 00:00:00","2.000","19.000","5.300","18.000","0.760","1017.600","","0.000","-99.000","-99.000","-99.000","27.300","","18.000",""
"C0AH00","2020-04-05 00:00:00","38.000","0.000","0.200","16.700","0.840","1017.100","","1.500","-99.000","-99.000","-99.000","17.200","","16.400",""
"C0V700","2020-04-05 00:00:00","24.000","16.000","2.600","20.300","0.770","1013.600","","0.000","-99.000","-99.000","-99.000","27.700","","20.300",""
"C0AD00","2020-04-05 00:00:00","86.000","47.000","1.400","17.600","0.720","1012.100","","2.500","-99.000","-99.000","-99.000","17.800","","16.700",""
"C0O900","2020-04-05 00:00:00","9.000","7.000","3.500","17.700","0.990","1017.200","","0.000","-99.000","-99.000","-99.000","26.600","","17.600",""
"C0R570","2020-04-05 00:00:00","37.000","4.000","1.600","21.300","0.800","1011.500","","0.000","-99.000","-99.000","-99.000","29.400","","20.500",""
"C0AG90","2020-04-05 00:00:00","25.000","101.000","1.400","17.300","0.810","1019.400","","0.500","-99.000","-99.000","-99.000","19.000","","17.300",""
"C0V760","2020-04-05 00:00:00","30.000","26.000","2.900","19.600","0.790","1014.300","","0.000","-99.000","-99.000","-99.000","29.200","","19.600",""
"C0T9I0","2020-04-05 00:00:00","152.000","231.000","0.600","16.900","0.920","1004.500","","1.000","-99.000","-99.000","-99.000","21.000","","16.900",""
"C0O980","2020-04-05 00:00:00","18.000","6.000","1.700","17.900","0.840","1017.000","","0.000","-99.000","-99.000","-99.000","28.500","","17.900",""
"C0R270","2020-04-05 00:00:00","51.000","341.000","1.900","21.400","0.930","1009.600","","0.000","-99.000","-99.000","-99.000","28.100","","21.000",""
"C0T9H0","2020-04-05 00:00:00","725.000","31.000","4.000","13.000","0.990","938.800","","12.500","-99.000","-99.000","-99.000","16.500","","13.000",""
"C0A660","2020-04-05 00:00:00","97.000","29.000","0.700","16.600","0.710","1010.000","","8.500","-99.000","-99.000","-99.000","16.700","","15.000",""
"C0A890","2020-04-05 00:00:00","40.000","0.000","0.100","14.800","0.970","1016.700","","1.000","-99.000","-99.000","-99.000","17.400","","14.800",""
"C0O840","2020-04-05 00:00:00","134.000","61.000","0.600","16.800","0.930","1000.500","","0.000","-99.000","-99.000","-99.000","26.200","","16.800",""
"C0R530","2020-04-05 00:00:00","16.000","355.000","2.700","20.500","0.750","1014.900","","0.000","-99.000","-99.000","-99.000","27.100","","20.500",""
"C0G870","2020-04-05 00:00:00","12.000","25.000","3.300","18.300","0.590","1018.100","","0.000","-99.000","-99.000","-99.000","23.300","","18.300",""
"C0M820","2020-04-05 00:00:00","980.000","55.000","0.300","17.100","0.830","909.000","","0.000","-99.000","-99.000","-99.000","22.200","","16.200",""
"C0F9S0","2020-04-05 00:00:00","43.000","357.000","3.100","17.700","0.710","1013.600","","0.000","-99.000","-99.000","-99.000","23.600","","17.600",""
"C0R160","2020-04-05 00:00:00","45.000","23.000","1.100","19.400","0.990","1011.000","","0.000","-99.000","-99.000","-99.000","29.000","","19.400",""
"C0A950","2020-04-05 00:00:00","60.000","359.000","5.300","17.900","0.670","1015.400","","2.000","-99.000","-99.000","-99.000","18.100","","16.500",""
"C0F9L0","2020-04-05 00:00:00","253.000","38.000","3.000","15.900","0.830","988.800","","0.000","-99.000","-99.000","-99.000","21.900","","15.800",""
"C0R550","2020-04-05 00:00:00","38.000","240.000","0.500","21.100","0.860","1013.100","","0.000","-99.000","-99.000","-99.000","29.400","","19.600",""
"C0V530","2020-04-05 00:00:00","34.000","358.000","3.300","18.000","1.000","1013.400","","0.000","-99.000","-99.000","-99.000","28.200","","18.000",""
"C0AI10","2020-04-05 00:00:00","76.000","194.000","0.900","15.200","0.980","1012.400","","1.000","-99.000","-99.000","-99.000","17.600","","15.200",""
"C0F9U0","2020-04-05 00:00:00","74.000","39.000","2.200","18.100","0.720","1009.600","","0.000","-99.000","-99.000","-99.000","24.100","","18.100",""
"C0V680","2020-04-05 00:00:00","40.000","360.000","1.700","19.400","0.810","1012.400","","0.000","-99.000","-99.000","-99.000","29.000","","19.400",""
"C0Z290","2020-04-05 00:00:00","946.000","0.000","0.100","13.000","1.000","914.400","","5.500","-99.000","-99.000","-99.000","16.800","","13.000",""
"CM0120","2020-04-05 00:00:00","4.000","41.000","7.600","18.900","0.680","1017.800","","0.000","14.300","33.000","","21.900","","18.800",""
"C0G760","2020-04-05 00:00:00","53.000","349.000","1.100","17.600","0.990","1014.800","","0.000","-99.000","-99.000","-99.000","25.400","","17.600",""
"C0K450","2020-04-05 00:00:00","35.000","3.000","4.200","17.400","0.710","1013.500","","0.000","-99.000","-99.000","-99.000","24.800","","17.400",""
"C0AI30","2020-04-05 00:00:00","26.000","89.000","3.100","17.900","0.760","1019.500","","0.000","-99.000","-99.000","-99.000","19.000","","17.400",""
"C0R240","2020-04-05 00:00:00","87.000","13.000","0.900","19.700","0.910","1006.200","","0.000","-99.000","-99.000","-99.000","29.900","","19.200",""
"C0G730","2020-04-05 00:00:00","27.000","17.000","5.900","17.200","0.740","1016.200","","0.000","-99.000","-99.000","-99.000","22.700","","17.100",""
"C0E830","2020-04-05 00:00:00","37.000","38.000","3.100","17.100","0.670","1014.600","","0.000","10.300","48.000","","20.600","","17.000",""
"C0U760","2020-04-05 00:00:00","22.000","297.000","0.700","18.000","0.680","1020.800","","0.500","-99.000","-99.000","-99.000","22.000","","16.600",""
"C0U780","2020-04-05 00:00:00","15.000","237.000","1.400","16.600","0.990","1021.000","","0.500","-99.000","-99.000","-99.000","20.900","","16.600",""
"C0H9C0","2020-04-05 00:00:00","3402.000","305.000","0.800","2.000","1.000","678.200","","1.000","-99.000","-99.000","-99.000","5.200","","2.000",""
"C0V650","2020-04-05 00:00:00","28.000","19.000","3.400","19.300","0.780","1016.200","","0.000","-99.000","-99.000","-99.000","27.700","","19.300",""
"C0R720","2020-04-05 00:00:00","214.000","4.000","6.400","20.300","0.900","994.300","","0.000","-99.000","-99.000","-99.000","24.300","","20.100",""
"C0K470","2020-04-05 00:00:00","97.000","320.000","1.100","17.500","0.910","1007.000","","0.000","-99.000","-99.000","-99.000","25.200","","17.500",""
"C0T9N0","2020-04-05 00:00:00","261.000","37.000","1.900","16.700","1.000","990.500","","1.000","-99.000","-99.000","-99.000","23.400","","16.700",""
"CM0180","2020-04-05 00:00:00","313.000","0.000","0.000","19.900","0.880","981.800","","0.000","-99.000","-99.000","-99.000","28.600","","19.100",""
"C0Z070","2020-04-05 00:00:00","247.000","354.000","4.500","15.700","0.990","991.700","","1.500","-99.000","-99.000","-99.000","20.600","","15.700",""
"C0Z280","2020-04-05 00:00:00","224.000","307.000","1.100","16.700","0.990","996.600","","2.000","-99.000","-99.000","-99.000","21.400","","16.700",""
"C0SA40","2020-04-05 00:00:00","200.000","320.000","1.200","17.900","0.910","997.400","","4.000","-99.000","-99.000","-99.000","24.300","","17.900",""
"C0V440","2020-04-05 00:00:00","27.000","312.000","2.300","-99.000","0.860","1013.500","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2020-04-05 00:00:00","49.000","254.000","1.500","20.500","0.820","1010.700","","0.000","-99.000","-99.000","-99.000","29.100","","20.500",""
"C0B010","2020-04-05 00:00:00","38.000","104.000","3.100","16.600","0.810","1015.100","","5.000","-99.000","-99.000","-99.000","17.500","","16.200",""
"C0X230","2020-04-05 00:00:00","29.000","6.000","4.100","17.300","0.760","1016.100","","0.000","-99.000","-99.000","-99.000","25.500","","17.300",""
"C0S770","2020-04-05 00:00:00","375.000","21.000","0.800","17.900","0.930","976.100","","0.500","-99.000","-99.000","-99.000","24.200","","17.900",""
"C0H890","2020-04-05 00:00:00","440.000","0.000","0.000","18.700","0.870","966.600","","0.000","-99.000","-99.000","-99.000","26.700","","18.700",""
"C0K480","2020-04-05 00:00:00","56.000","357.000","3.000","17.100","0.950","1011.600","","0.000","-99.000","-99.000","-99.000","23.700","","17.100",""
"C0R540","2020-04-05 00:00:00","17.000","2.000","1.600","21.500","0.800","1014.500","","0.000","-99.000","-99.000","-99.000","28.600","","21.300",""
"C0Z160","2020-04-05 00:00:00","124.000","8.000","2.200","17.700","0.810","1010.000","","1.000","-99.000","-99.000","-99.000","20.800","","17.400",""
"C0E820","2020-04-05 00:00:00","220.000","31.000","1.700","14.800","0.810","994.300","","1.000","-99.000","-99.000","-99.000","17.700","","14.800",""
"C0AH50","2020-04-05 00:00:00","275.000","72.000","2.100","15.100","0.920","989.200","","1.000","-99.000","-99.000","-99.000","15.700","","14.600",""
"C0F850","2020-04-05 00:00:00","379.000","14.000","0.800","14.900","0.920","974.700","","0.000","-99.000","-99.000","-99.000","23.000","","14.800",""
"C0G800","2020-04-05 00:00:00","15.000","30.000","6.700","17.100","0.780","1016.700","","0.000","11.800","38.000","","22.100","","17.100",""
"C0U890","2020-04-05 00:00:00","116.000","255.000","1.700","15.500","0.990","1010.000","","0.000","-99.000","-99.000","-99.000","20.100","","15.500",""
"C0F860","2020-04-05 00:00:00","2215.000","210.000","1.600","10.100","1.000","783.600","","0.000","-99.000","-99.000","-99.000","15.800","","9.500",""
"CM0170","2020-04-05 00:00:00","106.000","244.000","1.300","17.100","0.890","1007.100","","0.000","-99.000","-99.000","-99.000","24.500","","17.100",""
"C0B020","2020-04-05 00:00:00","86.000","9.000","4.300","17.500","0.690","1010.300","","0.500","-99.000","-99.000","-99.000","17.700","","15.500",""
"C0I390","2020-04-05 00:00:00","1184.000","0.000","0.200","15.600","0.990","889.200","","0.000","-99.000","-99.000","-99.000","22.900","","15.300",""
"C0T9D0","2020-04-05 00:00:00","7.000","0.000","0.200","17.700","0.830","1021.000","","0.000","-99.000","-99.000","-99.000","22.100","","17.600",""
"C0C460","2020-04-05 00:00:00","482.000","306.000","0.500","14.200","0.780","965.700","","0.500","-99.000","-99.000","-99.000","17.100","","13.700",""
"C0AI40","2020-04-05 00:00:00","37.000","351.000","0.900","17.600","0.690","1017.700","","0.000","-99.000","-99.000","-99.000","19.400","","17.400",""
"C0O930","2020-04-05 00:00:00","69.000","0.000","0.100","18.500","0.960","1009.100","","0.000","-99.000","-99.000","-99.000","29.900","","18.500",""
"C0T870","2020-04-05 00:00:00","135.000","147.000","0.500","16.700","0.990","1005.400","","3.500","-99.000","-99.000","-99.000","20.400","","16.400",""
"C0A940","2020-04-05 00:00:00","49.000","55.000","1.500","17.200","0.690","1016.800","","1.500","-99.000","-99.000","-99.000","17.200","","15.800",""
"C0S740","2020-04-05 00:00:00","289.000","48.000","2.200","16.700","0.990","987.800","","0.000","-99.000","-99.000","-99.000","24.400","","16.700",""
"C0U980","2020-04-05 00:00:00","573.000","346.000","2.400","12.500","0.900","956.700","","1.000","-99.000","-99.000","-99.000","14.800","","12.300",""
"C0V250","2020-04-05 00:00:00","298.000","0.000","0.000","20.000","0.850","982.300","","0.000","-99.000","-99.000","-99.000","31.900","","18.600",""
"C0AH70","2020-04-05 00:00:00","34.000","82.000","1.900","17.500","0.620","1018.100","","0.500","-99.000","-99.000","-99.000","19.100","","17.500",""
"C0M760","2020-04-05 00:00:00","40.000","5.000","1.900","17.900","0.750","1013.800","","0.000","-99.000","-99.000","-99.000","25.200","","17.700",""
"C0O950","2020-04-05 00:00:00","4.000","347.000","1.900","18.500","0.820","1016.800","","0.000","-99.000","-99.000","-99.000","26.600","","18.500",""
"C0F9A0","2020-04-05 00:00:00","425.000","89.000","1.500","15.700","0.960","968.800","","0.000","-99.000","-99.000","-99.000","23.600","","15.600",""
"C0A9F0","2020-04-05 00:00:00","35.000","90.000","0.900","17.500","0.680","1018.300","","0.500","-99.000","-99.000","-99.000","18.900","","16.900",""
"C0I460","2020-04-05 00:00:00","110.000","20.000","2.500","18.000","0.760","1005.700","","0.000","-99.000","-99.000","-99.000","24.200","","18.000",""
"C0E420","2020-04-05 00:00:00","19.000","43.000","2.500","16.900","0.690","1016.200","","0.000","-99.000","-99.000","-99.000","19.600","","16.800",""
"C0R190","2020-04-05 00:00:00","32.000","18.000","0.700","20.900","0.950","1012.500","","0.000","-99.000","-99.000","-99.000","29.600","","19.600",""
"C0I010","2020-04-05 00:00:00","1562.000","0.000","0.000","13.600","0.930","851.200","","0.500","-99.000","-99.000","-99.000","20.800","","12.900",""
"C0F930","2020-04-05 00:00:00","100.000","40.000","0.800","17.700","0.770","1006.800","","0.000","-99.000","-99.000","-99.000","23.200","","17.500",""
"C0X180","2020-04-05 00:00:00","62.000","358.000","1.900","17.700","0.990","1009.500","","0.000","-99.000","-99.000","-99.000","27.400","","17.700",""
"C0ACA0","2020-04-05 00:00:00","25.000","76.000","1.700","17.600","0.680","1017.700","","0.500","-99.000","-99.000","-99.000","18.300","","17.100",""
"C0X260","2020-04-05 00:00:00","39.000","24.000","3.600","17.400","0.820","1014.100","","0.000","-99.000","-99.000","-99.000","25.200","","17.100",""
"C0K500","2020-04-05 00:00:00","12.000","21.000","3.600","17.400","0.750","1015.900","","0.000","-99.000","-99.000","-99.000","24.000","","17.400",""
"CM0010","2020-04-05 00:00:00","68.000","221.000","0.300","16.400","0.690","1014.200","","2.000","-99.000","-99.000","-99.000","17.400","","16.000",""
"C0O990","2020-04-05 00:00:00","18.000","7.000","1.700","18.200","0.890","1015.400","","0.000","-99.000","-99.000","-99.000","28.100","","18.200",""
"C0E430","2020-04-05 00:00:00","258.000","0.000","0.000","14.500","0.900","993.400","","1.000","-99.000","-99.000","-99.000","17.600","","14.500",""
"C0D390","2020-04-05 00:00:00","146.000","140.000","0.300","16.200","0.730","1001.600","","0.000","-99.000","-99.000","-99.000","19.200","","15.800",""
"C0T9F0","2020-04-05 00:00:00","251.000","0.000","0.200","15.800","0.990","992.300","","1.500","-99.000","-99.000","-99.000","19.400","","15.800",""
"C0R350","2020-04-05 00:00:00","35.000","54.000","8.000","22.600","0.810","1012.900","","0.500","13.800","53.000","","28.300","","22.600",""
"C0K550","2020-04-05 00:00:00","15.000","9.000","2.800","17.800","0.720","1016.900","","0.000","-99.000","-99.000","-99.000","24.200","","17.800",""
"C0C670","2020-04-05 00:00:00","250.000","32.000","2.100","14.900","0.750","991.900","","0.500","-99.000","-99.000","-99.000","16.300","","14.100",""
"C0A980","2020-04-05 00:00:00","11.000","265.000","0.400","16.700","0.770","1021.100","","0.000","-99.000","-99.000","-99.000","18.900","","16.600",""
"C0UA60","2020-04-05 00:00:00","566.000","360.000","4.000","12.600","0.950","955.700","","0.000","-99.000","-99.000","-99.000","18.900","","12.600",""
"C0V720","2020-04-05 00:00:00","15.000","13.000","1.700","21.900","0.710","1015.300","","0.000","-99.000","-99.000","-99.000","30.200","","21.700",""
"C0C480","2020-04-05 00:00:00","105.000","0.000","0.000","16.200","0.740","1009.000","","1.000","-99.000","-99.000","-99.000","17.500","","15.800",""
"C0S900","2020-04-05 00:00:00","27.000","59.000","2.300","22.300","0.860","1016.200","","6.000","7.700","66.000","","26.800","","21.900",""
"C0SA00","2020-04-05 00:00:00","466.000","107.000","1.800","17.400","1.000","966.400","","1.000","-99.000","-99.000","-99.000","23.500","","17.200",""
"C0A530","2020-04-05 00:00:00","300.000","0.000","0.000","13.700","0.990","987.100","","1.500","-99.000","-99.000","-99.000","16.000","","13.700",""
"C0M520","2020-04-05 00:00:00","15.000","24.000","3.400","17.400","0.740","1016.100","","0.000","-99.000","-99.000","-99.000","24.800","","17.300",""
"C0K240","2020-04-05 00:00:00","1132.000","338.000","0.700","15.900","0.990","895.100","","0.000","-99.000","-99.000","-99.000","23.300","","15.100",""
"C0V210","2020-04-05 00:00:00","734.000","217.000","0.900","19.600","0.820","935.800","","0.500","-99.000","-99.000","-99.000","27.600","","18.000",""
"C0Z320","2020-04-05 00:00:00","646.000","6.000","0.500","14.400","1.000","946.800","","9.500","-99.000","-99.000","-99.000","18.900","","14.400",""
"C0R600","2020-04-05 00:00:00","766.000","242.000","0.500","19.100","0.960","930.600","","0.000","-99.000","-99.000","-99.000","24.200","","19.000",""
"C0C650","2020-04-05 00:00:00","208.000","51.000","2.200","14.900","0.770","996.400","","0.000","-99.000","-99.000","-99.000","16.200","","14.300",""
"C0F9I0","2020-04-05 00:00:00","194.000","20.000","2.900","15.900","0.800","995.200","","0.000","-99.000","-99.000","-99.000","20.900","","15.800",""
"C0T820","2020-04-05 00:00:00","550.000","134.000","0.400","15.800","0.820","961.100","","0.000","-99.000","-99.000","-99.000","22.700","","15.800",""
"C0S890","2020-04-05 00:00:00","238.000","22.000","2.200","17.900","0.920","995.700","","1.000","-99.000","-99.000","-99.000","25.600","","17.800",""
"C0G840","2020-04-05 00:00:00","32.000","12.000","1.800","17.200","0.780","1014.000","","0.000","-99.000","-99.000","-99.000","24.400","","17.200",""
"C0V710","2020-04-05 00:00:00","34.000","1.000","1.800","20.400","0.760","1012.900","","0.000","-99.000","-99.000","-99.000","28.300","","20.400",""
